title_ja,title_en,tags,cover_image_path,description
,Tensei ni Hakobijin no Isekai Kouryakuhou,Reincarnation|Loli|Action|Romance|Adventure|Sexual Violence|Magic|Harem|Isekai|Gore|Adaptation,data/images\c2c8e42b-b242-4c69-ad99-6b3ce4ad55de.jpg,A man who yearned for a life of freedom reincarnates into another world and becomes a carrier—a non-combative class considered useless. Can he make use of his skills to live his dream life or could he be meant for something more? A sexy isekai manga about a man proving there’s more to him than his class!  Sei has always yearned for a life of freedom  and when he’s reborn into another world  it seems like he would finally have his dream life. Except he was born as a “carrier ” a non-combative class that mostly uses their abilities to transport goods. But Sei has found a way to use his powers both in and out of fights  surviving on his own despite his low class. And while he travels the land seeing sights and picking up women  he’ll prove that a lowly carrier is capable of conquering the world!
,Yuusha-goroshi no Hanayome,Monsters|Action|Romance|Girls' Love|Gore|Fantasy|Adaptation,data/images\1c57856e-eb2d-4bd8-942c-e7aa76db7ccb.jpg,In the light of day  Sister Alicia Snowell is a faithful and devoted bride of the gods  dedicated to serving the Holy Church and its followers. In the shadows  she's one of the Church’s top inquisitors  tasked with hunting down and eliminating heretics by any means necessary.  Alicia's latest mission: assassinate the Hero Elcyon  slayer of the mighty Demon Lord  whose growing fame threatens to eclipse the Church's political power. In order to kill the divinely protected  supposedly unkillable Hero  Alicia first needs to win Elcyon's heart. There's just one problem — Elcyon turns out to be a girl named Cion! Alicia's at a loss for what to do  but while she tries to figure out how to seduce a girl  more trouble brews on the horizon. With remnants of the demon army still at large  Alicia and Cion face one deadly supernatural battle after another! Where will the two girls' intertwining paths lead them? ___ * **[Official English Light Novel](https://j-novel.club/series/the-hero-killing-bride)** * **Character Designer:** [Enji](https://mangadex.org/author/c2125541-abf3-4041-839d-f303e2987659)
,Kuro no Senki II - Isekai Teni Shita Boku ga Saikyou na no wa Bed no Ue dake no You desu,Action|Demons|Romance|Survival|Adventure|Sexual Violence|Magic|Harem|Isekai|Fantasy|Monster Girls|Adaptation,data/images\cc8bc5a3-cd2b-4309-9626-953f3bece49b.jpg,"Kurono Crawford (Chrono Crawford)  a noble of Cepheus Empire had a secret. It was that he came from a Different world... Modern Japan. Having the knowledge about the modern weapons and his sense of values  he was an existence almost like a cheat  aiming to be the ""Harem King."" Abandoned by his superiors  left in command of the Empire's rejects consisting of demi-humans such as Minotaurs  Dwarfs  and Elves  and thrust into a position as head of a poor fiefdom  Chrono will do everything he can to rebuild and strengthen his forces and revitalize the land  aided in part by his knowledge of the other world."
,Momose Akira no Hatsukoi Hatan-chuu.,Romance|Comedy|School Life|Slice of Life,data/images\f5c25341-d6ff-4585-8548-3a48fc7654d9.jpg,"Kugayama Hajime  a boy living in the countryside  comes back to his old classmate Momose Akira  whom he used to admire. Just as he is about to watch her from afar and enjoy his sweet and sour youth  Akira makes an unexpected approach. And there was a ""fate"" that was more than he could have imagined."
,Omega Tribe,Action|Psychological|Adventure|Sexual Violence|Gore|Drama|Supernatural,data/images\e0c7eeef-0b25-43b2-9cad-d25bee60d3e3.jpg,It's the dawn of a new millennium....while all the people of the world are living their lives  something is happening in Africa   where the first humans were born. Now a new type of human is going to rise  and it''s going to change the world  either we like it or not. Evolve or get extinct  there no other choices in this manga which explores the meaning of life  evolution and what being human really means.
,Tonari no Kuderella wo Amayakashitara  Uchi no Aikagi wo Watasu Koto ni Natta,Romance|Comedy|School Life|Slice of Life|Adaptation,data/images\7e5916f3-e271-4041-805a-23b932bb5b91.jpg,"Katagiri Naomi  a high school student who lived alone for two years  meets a beautiful girl with black hair and blue eyes  who moves into the apartment next door. The girl's name is Yui. It seemed that she really was a noblewoman  and her nickname was ""Quderella"" because of her nonchalant attitude at school. Naomi knows that Yui doesn't want to depend on others  but she's actually quite naive  so Naomi decides to help her.  ""Today what are we having at night... Karaage chicken  huh?"" ""That's right because the price of chicken is discounted today"" ""I love your fried chicken so I'm really looking forward to it"""
,Harukawa-san wa Kyou mo Ueteiru,Romance|Comedy|Office Workers|Slice of Life|Cooking,data/images\7d09492b-9a91-45bf-9550-57f2372b2db2.jpg,Meet Natsumi Harukawa  a young office lady. During work  she is asocial and constantly looks cranky. However  the truth is that Harukawa-san is simply very hungry  and spends her time after work eating delicious foods.
,Whispering the Rain,Monsters|Action|Demons|Long Strip|Reverse Harem|Adventure|Self-Published|Post-Apocalyptic|Fantasy|Web Comic|Full Color,data/images\db82b170-aa37-4e4c-ab5d-9d1569f502d9.jpg,Life has been tough since Viola's Dad passed away 3 years ago. After days by days training  she embarks on a mission to explore ruins hoping for a fortune  together with two explorers she hired  Rain and Bleu.   Little does she know  that this expedition will cause her life to turn inside out. What she hopes for a fortune  goes into a curse instead. A strong curse which could turn her into a demon  a fairytale like in which people already think of as extinct.
,High Teen Boogie,Psychological|Romance|Sexual Violence|Drama|School Life|Delinquents|Slice of Life,data/images\220cb85c-ebc8-45c0-8e71-32c803024d90.jpg,Momoko Miyashita is at the top of her class at school  but her home life is another story. An orphan  she lives with her aunt and cousin and works long hours at their coffee shop. One day  a transfer student named Shou Fujimaru joins her class. He looks like a delinquent with his pompadour  motorcycle  and leather jacket  but in reality  he's the son of a distinguished family. He falls in love with Momoko  and is ready to do anything to meet her standards  but a romance like this won't be accepted by the people around them…
,Bedtime Agreement,Official Colored|Long Strip|Romance|Comedy|Drama,data/images\80d86659-6c17-42d9-9193-ae7ff0ccf128.jpg,As the eldest son of the Li Group's President  Li Dao'an has a secret: He is intersex. At the age of 13  Li Dao'an's secret was accidentally revealed by the Chu Group's heir  Chu Xiao. Despite being old rivals and often bickering  Chu Xiao didn't mock or shun Li Dao'an  but instead proposed to him  surprising everyone.
,WITCHRIV,Action|Survival|Magical Girls|Magic|Gore|Drama|Fantasy|Web Comic|Tragedy,data/images\63dbbf80-0189-4ae4-a549-68a0caa2f834.jpg,A girl named Nona lives in plain sight among humans  hiding her true identity as a mage as she spends her days in peace with her best friend Lovi. But one day  Nona uses magic to fix Lovi's glasses and subsequently catches the attention of the Bureau of Magic Surveillance. A simple good deed becomes the trigger that sets Nona's destiny in motion...
,Turning Point,Long Strip|Romance|Comedy|Slice of Life|Full Color,data/images\72d8aa14-7d96-4782-9a90-f12a8edcaf78.jpg,Baek Sarang  who was comfortable eating alone  meditating alone  and drinking alone. Yu Pyeonghwa wants to get along with others even at a loss. Love and peace  who have lived conflicting lives  meet each other and learn a new way of life. A realistic romance that is more adult than you think and more childish than you think
,D.Gray-man,Thriller|Reincarnation|Monsters|Action|Demons|Psychological|Comedy|Survival|Samurai|Adventure|Magic|Gore|Drama|Fantasy|Vampires|Monster Girls|Slice of Life|Supernatural|Mystery|Tragedy,data/images\b6886009-e60b-44a7-abc2-a575765277ba.jpg,"Losing a loved one is so painful that one may sometimes wish to be able to resurrect them—a weakness that the enigmatic Millennium Earl exploits. To make his mechanical weapons known as ""Akuma "" he uses the souls of the dead that are called back. Once a soul is placed in an Akuma  it is trapped forever  and the only way to save them is to exorcise them from their vessel using the Anti-Akuma weapon  ""Innocence.""  After spending three years as the disciple of General Cross  Allen Walker is sent to the Black Order—an organization comprised of those willing to fight Akuma and the Millennium Earl—to become an official Exorcist. With an arm as his Innocence and a cursed eye that can see the suffering souls within an Akuma  it's up to Allen and his fellow Exorcists to stop the Millennium Earl's ultimate plot: one that can lead to the destruction of the world."
,Sakigake no Hana Miko,Action|Romance|Comedy|Harem|Fantasy,data/images\4735297c-7843-450f-b2e0-721fca7e2844.jpg,"There is a group of beautiful girls who fight against the ""gods of calamity"" who bring misfortune to people. They are called ""flower shrine maidens"" and live together in the ""Night District Castle"". Arata  a mere part-time high school teacher  decides to become the chief of the flower shrine maidens after the death of his father. However  organizing a group of flower shrine maidens full of unique and problematic characters is more difficult than he imagined..."
,Yomuin-san wa Yuusha ja Arimasen node,Monsters|Animals|Survival|Adventure|Magic|Isekai|Fantasy|Adaptation,data/images\0a0cee31-d434-4b58-9aed-cc633036b9eb.jpg,A certain girl genius with more power than knowledge accidentally summoned dozens of students and teachers into a dangerous world filled with beasts and magic  but the protagonist isn't a student or the homeroom teacher... it's the janitor.  At the time of their summoning  the students and teachers each gained a power formed from their soul  but not the janitor. As the janitor was about to be bestowed with a power that would protect him  his power was forcibly taken from him by an arrogant student. Having gone three years without a contract extension  he failed to get a job after having graduated from a third-rate university. Somehow he is still a contractor at 25 years old and was a janitor for 2 years  with a take-home monthly salary of less than ¥120 000. From a society that rejected him  he was thrust into a world that rejected him. And what janitor-san wished from the Goddess who took pity on him was... ___ **Character Designer:** [Iwamoto Eiri](https://mangadex.org/author/6072165b-41b3-4b12-9afc-f99efff4cb72)
,Tensei Kizoku  Kantei Skill de Nariagaru ~Jakushou Ryouchi wo Uketsuida node  Yuushuu na Jinzai wo Fuyashiteitara  Saikyou Ryouchi ni Natteta~,Reincarnation|Action|Comedy|Adventure|Magic|Military|Isekai|Drama|Fantasy|Adaptation,data/images\fef2e4da-36f9-48e9-8317-2516f4b6ab14.jpg,"After being reincarnated  Ars Louvent is supposed to live in a different world as a weak aristocrat. Both his physical strength and intelligence were mediocre in both worlds  but here he naturally possessed a skill called ""Appraisal"" that allowed him to see the potential of any person. By gathering talented people by his side  Ars uses this ""Appraisal"" skill to transform his weak territory into the strongest one! But the road ahead of him won't be so simple."
